body,fake
White House chief of staff says 'we're not going to control pandemic' after Pence staffers test positive - as it happened,0
Supermarkets in Wales given discretion over ban on selling non-essential items,0
Ben Jennings on the free school meals row - cartoon,0
US Covid cases surge to new highs but White House focuses on vaccine hopes,0
Trump aide admits 'we're not going to control pandemic' as Pence staff test positive,0
Australia's theatres are slowly reopening but will subscribers return?,0
Decades of neglect: Victoria has built less than 10% of its public housing pledge as waiting list swells,0
In the restaurant where I work Covid has brought out the worst in customers,0
Global report: Spain declares Covid state of emergency as Italians urged to stay home,0
Serco staff told to wear masks in courts and cells after complaints,0
NHS denies elderly people were refused care during early Covid,0
Scottish Tory leader: I still can't see why Dominic Cummings did not resign,0
Tenants are facing eviction again despite the UK government's promises,0
He was a father figure': loved ones remember victims of UK's Covid second wave,0
Quarantine for Covid contacts in England could be cut to a week,0
Desperate UK Covid home workers renting solace from nimble-footed firms,0
Sunak must extend universal credit or be forced into another U-turn,0
Labour vows to force another Commons vote on free school meals,0
Swing out sisters: the nuns singing through lockdown,0
Dread of history repeating itself grows in Italian town as infections rise again,0
Mayors are a force for good. And it's time Johnson recognised that,0
Coronavirus symptoms: how to tell if you have a common cold flu or Covid,0
How CBBC's 'Dr Xand' learned surviving Covid isn't child's play,0
Who in Europe is getting it right on Covid?,0
The north-south divide is as old as England itself. Unity is only ever fleeting,0
Carry On Coronavirus: why a vaccine trial has saucy potential,0
Frustration is rising as clampdowns spread across UK: are we in grip of Covid fatigue?,0
Rush for results could lead to inferior Covid vaccine say scientists,0
Daniel Andrews under fire over delayed easing of restrictions after seven new cases reported,0
Australian production of non-protein Covid-19 vaccine may take an extra year minister says,0
Investors fear there'll be no bright post-Covid dawn for oil majors,0
Test-and-trace chief Dido Harding should quit says senior Tory,0
Colombia due to surpass 1m cases,0
Sunak's PS12bn scheme for self-employed was 'terribly targeted' says analysis,0
Ministers 'still hiding' full details of 2016 pandemic simulation,0
Poll reveals steep rise in younger adults flouting UK's Covid restrictions,0
Welsh government to review ban on sales of non-essentials,0
Open letter from UK paediatricians about free school meals,0
Jared Kushner and Ivanka Trump threaten to sue Lincoln Project,0
I felt less alone': how Australians with disabilities are fearing life after the pandemic,0
Planes ships and hotel quarantine: how Australia is tracking where Covid cases come from,0
Coalition accused of 'ideological wishlisting' after BHP pulls out of multibillion-dollar project,0
Home food delivery: what is the most ethical way to order in?,0
Virtual' visits to inmates streamlined court hearings: how Covid could change Victorian justice,0
The government must support students stuck in Covid nightmare at universities,0
UK academics: opening of universities was illegal,0
On the brink': US coronavirus cases surge in final days before election,0
We're endlessly told why populism works. Now see how it might fail,0
Police disperse fourth anti-lockdown march in London,0
After Marcus Rashford cafes step in where Tories refuse to tread,0
Tory-led council in PM's constituency helps Marcus Rashford's school meals campaign,0
Only state investment can revive Britain's zombie economy,0
Teargas deployed at anti-lockdown protest in Naples on day of new curfew - video report,0
Pub and restaurant check-in data hardly used by England's health officials,0
Why the row over congestion charge expansion could tear London apart,0
How coronavirus has wreaked havoc with our sleep,0
Top London restaurants find loophole in tier 2 Covid rules,0
England RFU and Barbarians count the cost of players' brainless behaviour,0
Cross-border toilet trips at Chester cinema fall foul of Welsh Covid rules,0
Thousands march in London in fourth anti-lockdown protest,0
Laptop allocation for England's schools slashed by 80%,0
Sheffield mayor says PS41m from government 'not end of discussion',0
Neil Ferguson: easing Covid rules for Christmas is 'political judgment',0
The myth of the 'efficient' private sector has been busted by Covid,0
Polish president Andrzej Duda tests positive for Covid-19,0
If the north is to be saved from disaster a national 'circuit breaker' is vital,0
How do we become a serious people again?' Dave Eggers Annie Proulx and more on the 2020 election,0
Cold comfort: UK outdoor swimming venues stay open to meet demand,0
Boris Johnson is learning that in politics you cannot simply 'follow the science',0
Daniel Andrews says Victorian easing of coronavirus restrictions in doubt as cluster worsens,0
Nationwide reduces Flex travel insurance cover for Covid cancellations,0
Tom Gauld on how to write a lockdown story - cartoon,0
UK could be urged to keep windows open in effort to curb Covid-19,0
At 75 I've volunteered for a Covid vaccine trial. It could set people free,0
Queensland investigates Covid-19 strain on cargo ship after New Zealand alert,0
Stephen Collins on Covid conspiracy theorists - cartoon,0
20 photographs of the week,0
My 'feral' interview with Covid-19 denier Jami-Lee Ross didn't go as he planned,0
US election: early voting could reportedly fuel highest turnout since 1908 - as it happened,0
Coronavirus vaccine final-stage testing to restart in US,0
US nears daily Covid cases record amid warning of 500000 deaths by February,0
Wales 'firebreak' lockdown begins - as it happened,0
Culture recovery fund: Royal Exchange theatre Design Museum and Fabric to get at least PS1m,0
Coronavirus: European leaders tighten measures as WHO warns of pandemic juncture - video report,0
Left in lurch': Sunak under fire for lack of self-employed support,0
Joe Biden: I'm going to 'shut down the virus' not the US - video,0
What if it comes back? Melbourne's Covid lockdown may be easing but the fear isn't,0
How childcare could reshape the Australian economy - Australian politics live podcast,0
Why do arts and culture matter to Australia? You may as well ask about the meaning of life,0
Martin Rowson: the tracks of our tiers - cartoon,0
Free school meals campaign takes off in England - in pictures,0
Treasury confirms it is to end VAT waiver on PPE in UK,0
Is a pumpkin an essential item in the Welsh Covid firebreak?,0
I wouldn't vote Tory again': frustration in newly blue Heywood,0
UK coronavirus: 20530 people test positive in 24 hours,0
It's like they're waiting for us to die': why Covid-19 is battering Black Chicagoans,0
Austria's postal service issues 'corona stamp' printed on toilet paper,0
Warrington moving to tier 3 coronavirus restrictions next week,0
Are you meeting family and friends in European countries to avoid quarantine?,0
It's going to be a long two weeks': Welsh town prepares for 'firebreak' lockdown,0
Sturgeon unveils five-level Covid lockdown rules for Scotland,0
Airlines in scramble to find planes for holidaymakers to Canary Islands,0
Andy Burnham: former New Labour high flyer cast as 'king of the north',0
Scotland's 5-level system to contain Covid explained,0
Sunak has patched up his Covid support package - but only until January,0
Helpless and bereaved: how Covid separated blind couple after 47 years,0
Facebook moderators forced to work in Dublin office despite high-tier lockdown,0
Second Covid wave hitting UK economic recovery data shows,0
Nicola Sturgeon outlines five new lockdown levels for Scotland - video,0
Free school meals: 200 children's authors condemn government,0
Czech health minister set to lose job after breaching his own Covid rules,0
Belgium cancels non-urgent surgery as full Covid lockdown looms,0
Library ebook lending surges as UK turns to fiction during lockdown,0
Instead of uniting us Boris Johnson is presiding over the breakup of Britain,0
Inside the airline industry's meltdown - podcast,0
Marcus Rashford: public rallies behind campaign to end child food poverty,0
If you've made a life abroad coronavirus gives homesickness a new edge,0
Wash your mask daily: the ultimate guide to face coverings,0
Doctors catch Covid after distancing rules 'ignored' at Surrey function,0
Trump v Biden: the key moments of the final presidential debate - video highlights,0
He does not give up': how Marcus Rashford became a hero to school kids,0
UK retail sales rise for fifth straight month as shoppers focus on DIY,0
PM announces reopening plan as protesters in Melbourne pepper-sprayed - as it happened,0
Coronavirus Australia latest: the week at a glance,0
Barclays warns of cuts as Covid pushes bad debt charges to PS4.3bn,0
Trump and Biden clash on coronavirus during final presidential debate - video,0
Tory mayor urges government to be 'straightforward' in tier 3 talks,0
One in 10 UK workers asked to work by bosses during furlough,0
It's divide and rule as English devolution crumbles where it began: in Manchester,0
The facts don't support claims of a Brett Sutton cover-up over emails,0
Apps and ankle bracelets options for returning travellers instead of hotel quarantine,0
Testing sewage for Covid could detect outbreaks early scientists say,0
Biden and Trump diverge sharply on major issues in final presidential debate,0
Australian PM pushes for quarantine-free travel bubble with New Zealand by Christmas,0
New Zealanders urged to be vigilant on long weekend as Covid app use falls,0
I wondered how many birds I could count in my Melbourne backyard and asked others to do the same,0
Trump says he wants supreme court to 'end' Obamacare as final debate looms - as it happened,0
Covid slump in medical charity donations 'puts research at risk',0
Covid-19 blood plasma therapy has limited effect study finds,0
Curfew imposed in Greece - as it happened,0
Remdesivir: US regulators approve first drug to treat Covid-19,0
Nottingham nears tier 3 as hospitals postpone surgeries amid Covid surge,0
Supermarkets in Wales to sell only essentials during lockdown,0
Rishi Sunak forced to offer multibillion-pound job package as Covid fears mount,0
UK government seeks test and trace executive for up to PS2000 a day,0
Furlough replacement scheme: the winners and losers,0
California must cut San Quentin prison population amid pandemic court rules,0
Steve Bell on Rishi Sunak's munificence - cartoon,0
It would pay for one worker': tier 2 businesses on latest Covid funding,0
After the latest Covid job support U-turn Sunak's halo has gone,0
Covid vaccine: US regulators and scientists to make debate public,0
The Guardian view on Rishi Sunak: part of the problem not the solution,0
PM admits failings as England's Covid contact-tracing system hits new low,0
In the battle of Tory egos it's the 'Man in the Know' Sunak Show,0
UK travel corridors: the latest countries added to the list,0
Canary Islands added to UK travel corridor list,0
UK coronavirus: Boris Johnson says PS12bn test and trace 'helping a bit' in Covid fight but must improve - as it happened,0
Room for improvement with test and trace says Patrick Vallance - video,0
Public Health England figures show rise in Covid-19 cases slowing,0
How private firms have cashed in on the Covid crisis,0
A social contract to save our Christmas,0
Fair to give MPs a furlough wage cut,0
Victoria to conduct covert surveillance of businesses to ensure Covid compliance,0
Bad Ellen Keanu Reeves' girlfriend skeleton staff: the ultimate 2020 Halloween party looks,0
Changes to the coronavirus job support scheme in England explained,0
Wales nationalises train operations after Covid passenger slump,0
Covid surge 'very serious' in Germany and 'out of control' in Spain,0
US retailer Gap considering closure of all Europe stores and UK warehouse,0
Stoke Slough and Coventry moved into tier 2 Covid measures,0
Covid parties' could become the norm immunology expert says,0
CDC rewrites definition for coronavirus 'close contact',0
Rishi Sunak announces tier 2 business and worker support - video,0
Treasury denies Rishi Sunak's restaurant meeting broke Covid rules,0
Corona demons tower over India's Durga Puja festival,0
One in six children aged 5-16 in England 'likely to have a mental disorder',0
London landlord Shaftesbury to raise PS300m as Covid losses mount,0
Nightingale to reopen as Liverpool sets new Covid patient record,0
Sunak has stopped digging but can he clamber out of his Covid hole?,0
Ministers accused of being London-centric with Covid support,0
Belgium's deputy PM in intensive care with coronavirus,0
Official report that said UK was not prepared for pandemic is published,0
Vaccines vaping and the north-south divide: your Covid questions answered,0
Doctors in South Korea call for flu vaccinations to be paused after 25 deaths,0
London council sets up own same-day Covid testing service,0
Covid tier system in England has confused the messaging says police chief - video,0
The coronavirus pandemic has hit women in business particularly hard,0
How did the place I grew up in find itself with the highest Covid rate in England?,0
Airbnb to collaborate with former Apple design chief Jony Ive,0
Progress in fight against child poverty could be wiped out by Covid says report,0
My mental health had never been worse': loneliness of the UK's isolating students,0
Be ready for digital Christmas says Scotland's public health adviser,0
Lockdown #1 was bad but lockdown #2 like all sequels will be much worse,0
It has been a trauma': nurses on 'shambolic' 111 Covid-19 clinical service,0
Covid cases increase across US as upper midwest sees rapid rise,0
400 Melbourne residents given stay-at-home order - as it happened,0
British Airways owner IAG slashes flights after EUR1.3bn loss,0
Australia's cap on arrivals during Covid pandemic may break international laws,0
I have to do this': Myanmar garment workers forced into sex work by Covid,0
I couldn't hold my baby': how Covid hit the families of very ill children,0
Is Wizz Air flying in the face of the Equality Act over face masks?,0
Steve Bell's If ... Trump fans are happy with their Covid cover,0
We're all in tiers: the meaning behind the latest Covid-19 buzzword,0
Ardern urged to review New Zealand Covid measures after election landslide,0
Muslim community leaders fear hate attacks after student at Islamic school tests positive,0
My heart breaks': Guy Sebastian pushes Scott Morrison for answers over delayed arts funding,0
Some voter data obtained by foreign powers says FBI - as it happened,0
Magda Szubanski targeted by coordinated 'avalanche of hate' from rightwing extremists over Covid mask ad,0
Thousands of people refused universal credit 'turning to food banks',0
Coronavirus crisis has intensified UK's wealth divide data reveals,0
England to require ethnicity on death certificates to help tackle Covid-19,0
Lazio region imposes curfew - as it happened,0
BBC's Martin Bashir 'seriously unwell' with Covid-related complications,0
Up to 100 jobs at risk as Langan's Brasserie teeters on brink,0
The Guardian view on Johnson's government: a threat to the democratic system,0
Steve Bell on Boris Johnson's attitude to Manchester -- cartoon,0
Women aged 50-60 at greatest risk of 'long Covid' experts suggest,0
Rishi Sunak to unveil fourth Covid support package for ailing firms,0
UK government borrowing soars to record high during Covid pandemic,0
Private rents in London plunge by up to 34% amid Covid crisis,0
Universities accused of pressuring staff to work on campus,0
UK coronavirus: daily record of 26688 new Covid cases,0
Spain is first western European country to pass 1m Covid cases,0
UK farmers call for EU workers to bypass Covid quarantine,0
Lombardy coronavirus cases more than double in one day to 4126,0
Australian company directors call for more infrastructure spending and a Green New Deal,0
Covid rules in London: Met ditches 'despotic' demand for venues to check ID,0
UK Covid breaches 'like antisocial behaviour' police chief says,0
Boris Johnson's refusal to seek compromise will be his undoing,0
Tier 3 lockdowns: how each region's support package compares,0
Warning of tens of thousands of deaths in England from Covid-19 second wave,0
Sturgeon accuses Johnson of ignoring advice on 'extreme' Covid curbs,0
I was relieved when the tourists left my home town. But now it feels truly melancholy,0
South Yorkshire leaders condemn 'tawdry' tier 3 process,0
Sadiq Khan accuses Boris Johnson of 'blatant lie' over TfL,0
Bolton council breaks ranks over Greater Manchester support package,0
Sky to open network of high street stores across UK,0
Marcus Rashford clashes with Tory MPs over free school meals,0
Starmer accuses Johnson of 'bargaining with people's lives' over lockdown support,0
Covid shielders like me need a mayor to fight our corner,0
Sunak scraps three-year spending review to focus on Covid-19,0
Figures lay bare toll of pandemic on UK children's mental health,0
California appears to be winning fight against Covid-19. How long will it last?,0
If you're pinning your hopes on a Covid vaccine here's a dose of realism,0
UK borrowing on course to exceed PS1bn a day but markets unperturbed,0
It's a mad time to take on a cafe!'- the people who started new businesses in the pandemic,0
Praise be to travel companies with a 'no quibble' refund policy,0
NSW eases restrictions as Victoria reports three new cases - as it happened,0
Gyms allowed to reopen in Merseyside after tier 3 Covid row,0
Anne Marie Rafferty: 'Covid should be circuit breaker for the ills plaguing nursing',0
Cummings lockdown trip undermined government says ex-civil service chief,0
As Victorians we want the rules to apply to everyone - not everyone except horse owners,0
A game changer'. The UK's first LGBTQ+ extra-care housing scheme gets go ahead,0
Rallies and rent strikes: how students and staff are uniting against Covid chaos,0
The people of Liverpool have been failed by the government's woeful test and trace,0
If the poorest Americans are selling their blood the US is in serious trouble,0
Steve Bell's If ... Trump fans have no fear of Covid,0
Rishi Sunak accused of ignoring struggling businesses in constituency,0
New Zealand records 25 Covid cases amid arrival of foreign fishing crews,0
The government's secretive Covid contracts are heaping misery on Britain,0
Australia may have recorded first case of Covid-19 reinfection,0
Trump says US is 'crushing' coronavirus as country passes 220000 deaths - video,0
Global Covid report: 300000 excess US deaths recorded as Cathay Pacific cuts 5900 jobs,0
Coronavirus Victoria: Daniel Andrews says Cox Plate backflip prompted by public backlash not health concerns,0
Coronavirus economic relief talks resume as McConnell reportedly offers resistance - as it happened,0
Tier and loathing': what the papers say about tough restrictions on Manchester,0
Employer contribution cuts could save three times more UK jobs thinktank says,0
Postal workers to collect from the doorstep as Royal Mail shakes up service,0
Waitrose and Co-op to cut prices of essential goods by an average of 15%,0
Bulgaria makes masks mandatory - as it happened,0
Failure to act on Covid 'circuit breaker' will cost billions - Labour,0
Hancock says financial support for Greater Manchester still 'on table' after tier 3 imposed - video,0
Frenzied terrified horny lurid: in lockdown I crave art that's as unhinged as I feel,0
Chaos and fury as Boris Johnson forces curbs on Greater Manchester,0
My final offer: Honest Bob checks his pockets for Covid loose change,0
UK coronavirus: Hancock says financial support 'remains on table' after Greater Manchester tier 3 imposed - as it happened,0
Greater Manchester tier 3 confusion is 'win-win' locally for Burnham,0
No deal: how Greater Manchester's Covid talks broke down,0
Steve Bell on the breakdown of talks between Manchester and the government - cartoon,0
Tier 3 Manchester: what are the true Covid patient figures?,0
The Guardian view on Johnson and Greater Manchester: the politics of a pandemic,0
The Guardian view on failing jails: an inspector's call,0
Melania Trump cancels rally appearance due to 'lingering cough',0
Another Round wins top award at London film festival,0
Trainline boss departs two months after cashing in PS3m in shares,0
Boris Johnson confirms Greater Manchester moving to tier 3 after failed talks - video,0
Brutal': Andy Burnham reacts to news of government's tier 3 package live on TV - video,0
They're going grey in the face': how Covid-19 restrictions are affecting UK inmates,0
We took this stand for you': Andy Burnham responds to failure of talks - video,0
Covid lockup for older people? Who will care for the children?,0
Gove's door is open to interpretation,0
PM confirms Covid tier 3 restrictions for Greater Manchester as talks fail,0
Covid: prisoner mental health at risk of 'irreparable damage',0
UK Covid death toll rises by 241 in highest daily increase for months,0
Cox Plate 'mistake': Victorian government backflips on plan to allow owners on track,0
Coronavirus: 400000 children in England off school in one week,0
Global report: record Covid cases and new lockdowns across Europe,0
Greater Manchester: Burnham condemns ministers as tier 3 talks collapse,0
Lockdown conflict between regional and national authorities in Spain,0
Oldham's problems dealing with Covid are being made harder by Whitehall diktat,0
Greater Manchester to get tier 3 Covid restrictions imposed after talks fail,0
Bank of England policymaker backs negative interest rates,0
Stormzy vest and 3D Covid virus among Designs of the Year nominees,0
Critical care beds are no use without enough specialist staff,0
A decade in the building Madrid's showpiece hotel has everything ... except guests,0
USA Today supports Joe Biden in first ever presidential endorsement,0
Have you been asked to provide proof of identity when socialising in UK pubs?,0
Hunt on for future Covid mutations that cause treatments to lose potency,0
Boots accused of harming social distancing by roping off HQ toilets,0
Durex sales surge after end of UK national Covid lockdown,0
Lombardy curfew aims to curb Covid hospital admissions rise,0
Vietnam is fighting Covid without pitting economic growth against public health,0
UK to spend PS30m on trials infecting young people to hasten Covid vaccine,0
Coronavirus: Greater Manchester leaders set to ask for PS75m support,0
How the Greater Manchester Covid lockdown standoff unfolded,0
More than 100000 Californians have bought a gun in response to Covid-19 crisis report finds,0
Generation Z and the Covid pandemic: 'I have pressed pause on my life',0
Scarred for life': Sage experts warn of impact of Covid policies on the young,0
Andy Burnham: the government is trying to penny-pinch on tier 3 lockdown - video,0
Return of students to US colleges probably led to surge in Covid cases,0
Coalition grilled over $30m Western Sydney airport land purchase - as it happened,0
Robert Jenrick warns Greater Manchester on tier 3 restrictions deadline - video,0
Rapid one-hour Covid tests begin at Heathrow airport,0
Covid vaccine will not be available in UK before spring says Sir Patrick Vallance - video,0
Austerity is a zombie ideology. It's time to bury it once and for all,0
How can England's schools educate isolating children if families can't afford wifi?,0
The volunteers lining up for Covid-19 challenge trials,0
Spare a thought for year 12 students around Australia - 2020 has been tough,0
Christian Porter signals industrial relations changes but rules out small business award,0
No one wants a lockdown - so why are we hearing about 'lockdown cheerleaders'?,0
Melbourne lockdown has revealed my grey irritable soul - and that's humbling,0
Covid-19: what can we learn from the HIV/Aids pandemic? - podcast,0
India at heart of global efforts to produce Covid vaccine,0
Victorian premier Daniel Andrews says state may have had zero new coronavirus cases,0
US elections 2020: Joe Biden's and Donald Trump's possible paths to power,0
Presidential debate commission adopts mute button to limit interruptions - as it happened,0
Hundreds of Victoria hotel quarantine guests must be screened for HIV over blood testing contamination fears,0
Coronavirus map Australia: tracking new and active cases Covid stats and live data by state,0
Victoria and Melbourne Covid trend map: where coronavirus cases are rising or falling,0
Greater Manchester given midday deadline for tier 3 deal - as it happened,0
Can the centre hold? Germany looks to its Covid-stricken high streets,0
Equality gains in the UK risk being reversed by coronavirus says EHRC,0
Greater Manchester given midday Tuesday deadline for tier 3 deal,0
Wales to go into national two-week 'firebreak' Covid lockdown,0
Ireland to impose 5km travel limit in strict new Covid lockdown,0
UK ministers accused over impact of Covid on minorities and disabled people,0
Martin Rowson on Boris Johnson's financial approach to Covid -- cartoon,0
This virus is on the offensive': Hancock delivers statement on coronavirus - video,0
Covid vaccine will not be available in UK until spring says Vallance,0
The Guardian view on Boris Johnson's Covid gamble: not a winning wager,0
He was standing up for us': Manchester locals on Burnham's Covid stance,0
Mervyn King says Covid furlough scheme may be needed throughout 2021,0
Trump says Americans 'tired of hearing Fauci and all these idiots' discuss Covid,0
Matt Hancock warns deaths doubled in 12 days,0
Bristol students to withhold rent over university's 'lack of support',0
Does Sweden have the answer to living with Covid-19?,0
For women in lockdown with kids it's impossible to be seen as anything other than a mother,0
Greens push jobmaker amendments to stop Australia's largest companies claiming hiring credit,0
Australia's post-Covid jobs snapback is all about part-time work,0
Tories seem hellbent on levelling down,0
Johnson on a roll with Boris bogs,0
Wasps stung by four more positives as Bristol on standby for Premiership final,0
Covid 'test-and-release' system for airlines 'in place by December',0
What are the rules of Wales's circuit breaker coronavirus lockdown?,0
Tourism sector in Wales 'desperate' as holidays cancelled ahead of lockdown,0
Teargas and water cannon used on anti-lockdown protesters in Prague - video report,0
Lung cancer cases could be mistaken for Covid charities warn,0
People won't follow stricter rules if they're imposed by an incompetent government,0
A third more deaths occurring at home than before Covid in England,0
Manchester tier 3 talks deadlocked as other areas face stricter rules,0
Operation Moonshot: pilot of rapid Covid tests under way in NHS hospitals,0
Will Germany's effective Covid strategy work again as it enters a second wave?,0
Twitter removes false coronavirus tweet by Trump's favourite health adviser,0
Live coronavirus found on frozen food packaging in China,0
Mark Drakeford announces 'firebreak' Covid lockdown for Wales - video,0
Anti-lockdown advocate appears on radio show that has featured Holocaust deniers,0
Understanding how 'overdispersion' works is key to controlling Covid,0
Andy Burnham: I'm not going to roll over at the sight of a cheque - video,0
Yasmin Qureshi MP in hospital with pneumonia after positive Covid test,0
Killer' cells in Ebola immunity study could help Covid research,0
Belgium facing 'tsunami' of Covid infections health minister says,0
Flybe could be back next year after deal struck to restart airline,0
If you find yourself doomscrolling your way through social media help is at hand,0
This is mutilation': Chile's blinded protesters seek justice after Covid lockdown - video,0
ALP pursues government over land deal as Coalition defends childcare scheme - as it happened,0
Bars in Paris before and after Covid curfew - in pictures,0
The streaming startups trying to save the music industry mid-pandemic,0
Charities fear impact of masks on deaf children in UK schools,0
Covid-19 has exposed the catastrophic impact of privatising vital services,0
People with suspected Covid sent to nonexistent Sevenoaks test centre,0
I had 60 texts straight away': hair salons booked out as Melbourne lockdown gets a trim,0
How Downing Street's coronavirus 'diktats' tore Britain apart,0
London punishing the north is no accident: it's how England is run,0
What are you desperate to do before another lockdown? I've started compiling my list,0
Lord Kerr: 'respectable arguments' for both jury and non-jury trials,0
Patriotism' is the last refuge of a scandalous government,0
If it wasn't for lockdown': lives that changed for the better,0
China becomes first major economy to recover from Covid-19 pandemic,0
Hold on one more week Victoria - Daniel Andrews is correct to take a cautious approach,0
Global report: Fauci 'absolutely not' surprised Trump got Covid,0
I don't want to hear any of that rubbish': Tova O'Brien's interview with Jami-Lee Ross - video,0
Daniel Andrews lashes Josh Frydenberg over attack on Victoria's Covid strategy,0
With queer spaces closed due to Covid I feel more disconnected than ever from who I am,0
MPs urge 'starter payment' to universal credit claimants,0
Want a bicycle by Christmas? 'If you leave it till December there will be no stock',0
Slovenia to declare a state of epidemic - as it happened,0
Covid: Greater Manchester running out of intensive care beds leak reveals,0
Trump attempts to save himself in battleground states as Covid cases surge,0
US coronavirus cases surge in most states,0
Nicola Jennings on Boris Johnson's message to Andy Burnham -- cartoon,0
Covid in Europe: protests in Czech Republic Ireland to toughen rules,0
Boomerang' trend of young adults living with parents is rising - study,0
Edinburgh Woollen Mill owner races to thrash out rescue deal,0
The Guardian view on The Great British Bake Off: a far from guilty pleasure,0
Andy Burnham calls for Commons vote to 'break impasse' on Covid rules,0
Reporting from Scotland: 'Accurate and accessible reporting has never been more important',0
Hamleys to cut more than a quarter of London staff,0
Bringing much-needed clarity to Covid chaos,0
Heroic image of medical staff can cause harm,0
Queen sends wrong message on masks,0
Labor demands 200 big companies reveal if they used jobkeeper to pay dividends,0
Between Covid climate change and the budget no wonder many women are rethinking having babies,0
Covid rewrites Australia's future with huge drop in population signalling challenges ahead,0
Victoria could have eliminated Covid in six weeks by entering stage-four lockdown in July analysis shows,0
Rishi Sunak warned public sector's food supply at risk,0
The pursuit of herd immunity is a folly - so who's funding this bad science?,0
UK could face shortage of trainers and leisurewear as Covid fuels surge in demand,0
The pitched battle over lockdowns is missing the point: Covid-19 is a class issue,0
We've been forgotten': locked-down Leicester teeters on brink of despair,0
Alarming new data shows the UK was the 'sick man' of Europe even before Covid,0
As a lockdown winter looms the oodie will fleece us all over again,0
Samba makes tentative return in Rio de Janeiro laid low by Covid,0
Dogs of woe: the pull of a pooch in Covid times,0
Alexa Siri... Elsa? Children drive boom in smart speakers,0
Coronavirus test results must come in 24 hours says Sage scientist,0
Half-term breaks and hotel bookings slump as restrictions bite,0
How do pandemics end? In different ways but it's never quick and never neat,0
Masked monsters and socially distanced spooks: celebrating Halloween at home,0
Why are we so keen to 'save' Christmas rather than say the sick or the economy?,0
London pubs say confusion over tier 2 rule keeps the customers away,0
How my new baby's first weeks and lockdown blurred together,0
Handling of Covid-19 increases 'red wall' voters' complaints of government,0
Tis the season to shop early: 'stay safe' festive ad campaign,0
Boris Johnson: The Gambler review - no blame no shame,0
The Bank must not fear radical action. Britain needs negative interest rates,0
Livelihoods will be crushed in this vice of disease and Brexit,0
The Observer view on a Britain divided by coronavirus,0
Restrictions are being eased for Melbourne and regional Victoria: the new Covid rules explained,0
Global Covid report: Paris under curfew as Europe battles soaring caseload,0
New Zealand's three-week streak without local Covid case ends as port worker falls ill,0
Victoria's Covid restrictions ease as Daniel Andrews reveals 25km travel bubble and scraps exercise time limit,0
Immigration minister points finger at Victoria over New Zealand travellers,0
World sees record new cases,0
Second Covid wave will boost all streamers but Netflix may yet reign supreme,0
Biden accuses Trump of trying to wish away Covid ahead of Wisconsin rally - as it happened,0
Are we near to having a vaccine for Covid-19?,0
Police get access to people told to self-isolate by NHS test and trace,0
Coronavirus: 1 million young Britons 'face jobs crisis within weeks',0
US records highest daily coronavirus case total since July,0
Privilege power patriarchy: are these the reasons for the mess we're in?,0
Meet the bee brokers: 'You never stop learning about bees they're just incredible',0
We are meant to gather': organisers of global dance festival refuse to cancel - or give refunds,0
WA hard border: police 'exploiting the privacy' of travellers in emergency situations,0
The fruit pickers: inside Australia's seasonal worker program - a photo essay,0
A curb on my liberties might be OK if we weren't led by Boris Johnson and co,0
How No 10's relationship with its scientists broke down,0
Greater Manchester leaders and No 10 at odds over tier 3 lockdown plans,0
UK 'sleepwalking' to mental health crisis as pandemic takes its toll,0
Captain Covid': crowdsurfing Democrat tries to stir Black support for Trump,0
Digital 'health passport' trials under way to aid reopening of borders,0
Boris Johnson wrongly suggests new rules will stop some parents seeing children,0
NHS Covid-19 app users sent incorrect risk-level change alerts,0
NHS using drones to deliver coronavirus kit between hospitals,0
Quarter of a million sign Marcus Rashford's free school meals petition,0
Brother of Liverpool mayor dies from coronavirus,0
Venice is dry and Italians are feeling something unfamiliar: hope,0
Police disperse drinkers protesting against tier 2 rules in London,0
As cities enter new lockdowns it's time to rediscover the joys of walking,0
Trump to hold Wisconsin rally despite warning over public gatherings,0
America's Black colleges take measured approach in bid to weather Covid crisis,0
UK universities accused of keeping students at all costs until after fee deadline,0
Covid reinfections 'to be expected' as virus spreads say government scientists,0
By May I'd made over PS1000': teen entrepreneurs defy the Covid slump,0
20 photographs of the week,0
American Crisis review: Andrew Cuomo on Covid Trump ... and a job with Joe Biden?,0
NSW coronavirus cluster grows as Victoria reports just one Covid case and zero deaths,0
Biden's town hall drew in 1 million more viewers than Trump's - how it happened,0
Number of US cases surpasses 8 million,0
UK credit rating downgraded by Moody's amid growth concerns,0
Take heart Melbourne: it's time for the next step in easing Covid restrictions,0
Liverpool mayor urges people to follow Covid-19 rules as brother in ICU,0
Most US home health aides 'can't afford not to work' - even without PPE,0
Asylum seeker held at former Kent barracks tests positive for Covid-19,0
US passes 8m coronavirus cases as death toll approaches 220000,0
Boris Johnson wrongly suggests new Covid rules will stop some parents seeing children - video,0
Fair way? Covid turned a Melbourne golf course into a public park and now no one wants to leave,0
Getting out of town: Australians rush to rent in the regions,0
It's all about putting the blame on us': Lancashire's reluctant path to tier 3 deal,0
Martin Rowson: shadows darken for Boris Johnson - cartoon,0
Coronavirus sacks New England Patriots again as disruptions mount across NFL,0
Boris Johnson threatens to force tier 3 on Manchester leaders,0
UK Covid: PM says Greater Manchester situation is 'grave' and he will intervene if necessary - as it happened,0
The Guardian view on the north-south divide: Boris Johnson made it worse,0
